#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2010,1,5,14,50,103,3.9,5.4,1.78,9.09,7.59,999,1018.5,4.8,6.7,2.2,99,99
2010,1,5,15,50,89,6.4,8.4,1.93,10,8.03,999,1018.1,4.8,6.7,2.3,99,99
2010,1,5,16,50,89,6.6,7.6,2.02,10.81,7.94,999,1017.8,4.4,6.8,1.8,99,99
2010,1,5,17,50,95,6.9,8,2.09,8.33,7.05,999,1017.5,5.1,6.8,1.5,99,99
2010,1,5,18,50,96,7.7,9.3,2.29,10.81,6.73,999,1017.6,5.6,6.8,2,99,99
2010,1,5,19,50,95,7.8,8.9,2.06,10.81,6.06,999,1017.4,5.5,6.8,1.9,99,99
2010,1,5,20,50,99,8.5,9.9,2.27,10.81,6.37,999,1017.2,5.4,6.7,1.8,99,99
2010,1,5,21,50,103,8.5,10.4,2.34,10,6.26,999,1016.8,5.5,6.7,1.7,99,99
2010,1,5,22,50,98,9.2,10.7,2.38,12.9,6.1,999,1016,5.6,6.8,2.2,99,99
2010,1,5,23,50,96,9.9,11.5,2.53,12.9,5.98,999,1014.8,5.8,6.8,1.6,99,99
2010,1,6,0,50,103,9.7,11.4,2.66,11.43,6.15,999,1014,5.8,6.8,2,99,99
2010,1,6,1,50,113,9.8,11.2,2.64,11.43,6.1,999,1014,5.9,6.8,2.7,99,99
2010,1,6,2,50,106,8.6,9.8,2.81,12.12,6.31,999,1014,5.6,6.8,2.6,99,99
2010,1,6,3,50,100,8.7,10.5,2.94,11.43,6.65,999,1013.7,5.8,6.8,1.5,99,99
2010,1,6,4,50,93,9,10.6,2.89,11.43,6.39,999,1013.1,5.9,6.8,1.5,99,99
2010,1,6,5,50,91,10.3,12.3,3.08,12.12,6.41,999,1012.3,6,6.8,1.2,99,99
2010,1,6,6,50,97,8.8,10.1,2.92,11.43,6.19,999,1012,6.2,6.8,1.2,99,99
2010,1,6,7,50,85,6.9,8.1,2.78,9.09,6.08,999,1011.8,6.6,6.7,0.4,99,99
2010,1,6,8,50,90,9.5,11.2,2.6,10.81,6.02,999,1011,7,6.7,0.7,99,99
2010,1,6,9,50,104,9.1,11.5,2.54,10.81,5.85,999,1010.3,6.9,6.7,1.5,99,99
2010,1,6,10,50,90,8,9.3,2.82,9.09,6.13,999,1009.6,6.7,6.7,2.3,99,99
2010,1,6,11,50,96,8.7,10.2,2.91,10,6.18,999,1008.6,7,6.7,2.1,99,99
2010,1,6,12,50,95,10.5,12.5,2.89,8.33,6.11,999,1008.1,6.7,6.7,2.5,99,99
2010,1,6,13,50,103,10.3,12.5,2.9,11.43,5.94,999,1008,7.1,6.4,2.3,99,99
2010,1,6,14,50,122,9.8,11.8,2.89,9.09,5.86,999,1007.3,6.8,6.3,3,99,99
2010,1,6,15,50,117,14.5,19.2,3.18,10,5.86,999,1007.1,5.9,6.3,3.2,99,99
2010,1,6,16,50,115,14.4,17.1,3.78,10,6.34,999,1007.1,5.5,6.3,3.3,99,99
2010,1,6,17,50,103,13.8,16.3,4.04,9.09,6.54,999,1007.1,5.6,6.2,3.9,99,99
2010,1,6,18,50,106,16.4,19.7,4.5,10,6.62,999,1007,5.5,6.2,3.7,99,99
2010,1,6,19,50,103,15.2,18.8,4.55,9.09,6.52,999,1007,5.4,6.3,3.7,99,99
2010,1,6,20,50,101,15.9,18.9,4.75,10.81,6.65,999,1006.8,5.1,6.4,3.4,99,99
2010,1,6,21,50,101,15.3,19.1,5.18,10.81,7.03,999,1006.3,5.3,6.3,4.1,99,99
2010,1,6,22,50,99,16.2,21,5.13,10.81,6.88,999,1005.9,5.1,6.2,3.9,99,99
2010,1,6,23,50,102,16.7,20.9,5.02,10.81,6.72,999,1005.5,5.2,6.2,4.2,99,99
2010,1,7,0,50,103,16.4,19.7,5.51,11.43,7.3,999,1006.1,5.4,6.2,4.6,99,99
2010,1,7,1,50,102,15.9,19,5.05,10.81,7.05,999,1006.4,5.7,6.2,5,99,99
2010,1,7,2,50,101,15.2,19.7,4.73,11.43,7.01,999,1006.7,5.5,6.2,4.9,99,99
2010,1,7,3,50,100,15.2,18.8,4.53,10.81,6.56,999,1006.9,5.6,6.4,4.9,99,99
2010,1,7,4,50,96,16.1,19.9,4.73,10.81,6.59,999,1007,5.6,6.4,4.6,99,99
2010,1,7,5,50,93,15.1,19,4.65,11.43,6.45,999,1007,5.4,6.3,4.7,99,99
2010,1,7,6,50,93,15.2,19.8,4.47,11.43,6.66,999,1006.9,5.4,6.3,4.6,99,99
2010,1,7,7,50,93,15.3,18.3,4.14,10.81,6.21,999,1007,5.6,6.4,4.8,99,99
2010,1,7,8,50,95,14.8,18.3,4.39,10.81,6.38,999,1006.6,5.8,6.4,4.9,99,99
2010,1,7,9,50,97,15,17.8,4.38,10.81,6.37,999,1005.7,6,6.3,4.9,99,99
2010,1,7,10,50,97,14.3,18,3.84,10.81,6.09,999,1004.8,6.3,6.1,4.8,99,99
2010,1,7,11,50,98,13.4,17.2,4.16,10.81,6.29,999,1003.5,6.3,6.1,5,99,99
2010,1,7,12,50,94,12.7,16.4,3.63,10,6.14,999,1002.1,6.7,6.1,4.7,99,99
2010,1,7,13,50,94,11.1,13.6,3.61,10.81,6.22,999,1001.2,6.7,6.1,5.2,99,99
2010,1,7,14,50,94,10.3,12.5,3.54,10,6.26,999,1000,6.9,6.1,5.4,99,99
2010,1,7,15,50,103,12.8,15.2,3.18,10.81,5.83,999,999.6,7.3,6.1,5.5,99,99
2010,1,7,16,50,98,12.6,15.1,3.63,10.81,6.34,999,999.3,7.2,6.1,5.5,99,99
2010,1,7,17,50,98,14.5,18.7,3.5,10,5.94,999,999.1,7.1,6.2,6,99,99
2010,1,7,18,50,102,14,17.3,3.7,9.09,5.96,999,999.4,6.9,6.2,5.8,99,99
2010,1,7,19,50,102,14.8,19.8,3.93,10,6.11,999,1000,6.7,6.3,5.6,99,99
2010,1,7,20,50,99,15,17.5,4.18,10,6.37,999,999.7,6.4,6.3,5.4,99,99
2010,1,7,21,50,100,15.3,18.5,4.02,10,6.25,999,999.4,6.6,6.3,5.1,99,99
2010,1,7,22,50,101,14.9,18.3,4.06,10.81,6.24,999,999.2,6.4,6.3,5.2,99,99
2010,1,7,23,50,103,13.1,16.8,4.23,10.81,6.58,999,999.3,6.2,6.3,5.7,99,99
2010,1,8,0,50,104,12.1,15.1,4.13,10.81,6.49,999,999.5,6.3,6.4,5.8,99,99
2010,1,8,1,50,99,11.2,13.6,3.53,10,5.98,999,999,6.8,6.4,5.4,99,99
2010,1,8,2,50,98,9,11,3.52,10,6.42,999,998.5,6.6,6.5,5.5,99,99
2010,1,8,3,50,94,6.3,8.6,2.83,10,6.17,999,997.6,7,6.5,5.4,99,99
2010,1,8,4,50,105,6.5,7.7,2.83,10.81,6.35,999,997.5,7,6.5,5.4,99,99
2010,1,8,5,50,95,4.5,5.5,3.19,10.81,6.88,999,997,6.7,6.5,5.6,99,99
2010,1,8,6,50,80,3.5,4.3,2.78,11.43,6.59,999,996.3,6.6,6.5,5.8,99,99
2010,1,8,7,50,61,3.2,4.6,3.4,10.81,7.54,999,995.7,6.8,6.5,5.7,99,99
2010,1,8,8,50,55,2.8,4,3.02,12.12,7.32,999,995.7,6.6,6.5,5.7,99,99
2010,1,8,9,50,39,3.6,4.8,2.89,11.43,7.48,999,995.6,6.5,6.5,5.6,99,99
2010,1,8,10,50,71,4.6,5.4,2.86,10.81,7.47,999,995.9,6.4,6.5,5.5,99,99
2010,1,8,11,50,81,6,7.1,2.8,10.81,7.5,999,995.8,6.3,6.6,5.6,99,99
2010,1,8,12,50,68,6.1,7.6,3.41,11.43,8.12,999,995.5,6.4,6.5,5.8,99,99
2010,1,8,13,50,92,8.4,10.3,3.04,10.81,7.62,999,995.5,6.7,6.4,5.5,99,99
2010,1,8,14,50,72,8.7,10.7,3.06,11.43,7.29,999,995,6.8,6.3,5.3,99,99
2010,1,8,15,50,68,7.9,9.6,2.55,11.43,6.41,999,994.5,6.8,6.4,5.6,99,99
2010,1,8,16,50,59,7.1,8.6,2.42,11.43,6.34,999,994.3,6.8,6.5,5.6,99,99
2010,1,8,17,50,36,5.6,7.1,2.68,11.43,6.61,999,994.1,6.6,6.6,5.5,99,99
2010,1,8,18,50,13,6.7,8.4,2.39,11.43,6.3,999,993.8,6.7,6.7,5.2,99,99
2010,1,8,19,50,22,4.7,6.3,2.48,11.43,6.64,999,994.3,6.8,6.7,5.1,99,99
2010,1,8,20,50,28,5.5,7.5,2.83,10.81,7.27,999,994.3,6.5,6.7,4.4,99,99
2010,1,8,21,50,76,6.6,7.9,2.56,11.43,7.14,999,995.3,6.9,6.7,5.5,99,99
2010,1,8,22,50,62,10.2,12.4,2.98,11.43,7.22,999,995,7,6.7,5.2,99,99
2010,1,8,23,50,82,15.4,19.7,3.09,11.43,5.61,999,994.3,6.9,6.7,5,99,99
2010,1,9,0,50,79,17.5,21.8,4.05,11.43,6.11,999,993.8,6.4,6.7,5,99,99
2010,1,9,1,50,83,20.3,25.1,4.45,7.69,6.5,999,992.9,6.1,6.7,4.5,99,99
2010,1,9,2,50,82,19.7,24.6,4.89,9.09,6.37,999,992.9,5.9,6.6,4.4,99,99
2010,1,9,3,50,79,17.4,21.7,5.57,11.43,7.06,999,993,5.7,6.6,5,99,99
2010,1,9,4,50,84,16.5,19.4,5.09,12.9,6.95,999,993.6,5.9,6.6,5.2,99,99
2010,1,9,5,50,94,14.8,18.2,4.75,11.43,6.69,999,994.1,6.3,6.5,5.4,99,99
2010,1,9,6,50,104,14.2,17.5,4.4,8.33,6.6,999,994.8,6.3,6.5,5.3,99,99
2010,1,9,7,50,117,12.8,16.2,4.4,7.14,6.41,999,995.5,5.9,6.5,5.3,99,99
2010,1,9,8,50,110,11.4,14.4,4.05,10.81,6.53,999,996.1,6.3,6.5,5.5,99,99
2010,1,9,9,50,94,11.3,13.9,4.22,7.14,6.63,999,996.2,6.5,6.5,5.6,99,99
2010,1,9,10,50,92,12.7,15.5,3.74,12.12,6.18,999,996,6.2,6.6,5.8,99,99
2010,1,9,11,50,95,12.8,15.3,3.55,10,6.03,999,995.9,6.4,6.5,5.7,99,99
2010,1,9,12,50,95,11.8,14.1,3.82,11.43,6.38,999,995.6,6.3,6.5,5.4,99,99
2010,1,9,13,50,101,11.8,13.8,3.5,7.14,5.99,999,995.2,6.4,6.5,5.5,99,99
2010,1,9,14,50,100,10,11.7,3.34,11.43,6.04,999,995.1,6.5,6.5,5.8,99,99
2010,1,9,15,50,101,9.5,11.5,3.53,10.81,6.27,999,994.9,6.6,6.5,5.8,99,99
2010,1,9,16,50,102,8.5,10.2,2.99,10,5.97,999,994.8,6.5,6.5,5.8,99,99
2010,1,9,17,50,98,6.1,7.2,2.88,11.43,6.24,999,994.9,6.4,6.5,5.6,99,99
2010,1,9,18,50,96,4.2,5.1,2.5,11.43,6.31,999,994.9,6.4,6.5,5.7,99,99
2010,1,9,19,50,54,2.3,3.1,2.22,10.81,6.04,999,995.1,6.4,6.5,5.8,99,99
2010,1,9,20,50,27,1.4,2.3,2.36,10.81,6.55,999,994.9,6.4,6.5,5.8,99,99
2010,1,9,21,50,358,2.1,3.2,2.03,10,6.55,999,994.9,6.4,6.5,5.8,99,99
2010,1,9,22,50,4,1.9,3.2,2.3,10.81,7.2,999,995,5.8,6.5,4.1,99,99
2010,1,9,23,50,10,1.4,2.3,2.07,11.43,6.93,999,995.1,6,6.5,3.7,99,99
2010,1,10,0,50,112,0.1,0.5,1.86,10,6.58,999,995.5,6,6.5,4,99,99
2010,1,10,1,50,191,0.9,1.8,2.03,10,7.06,999,995.8,6,6.5,4.2,99,99
2010,1,10,2,50,67,4,4.9,1.89,10,6.98,999,996.5,6.1,6.5,4.2,99,99
2010,1,10,3,50,93,4.4,5.3,1.76,10,7.08,999,996.5,6.5,6.5,5.2,99,99
2010,1,10,4,50,97,7.1,8.3,1.89,10,7.33,999,996.6,6.7,6.5,5.3,99,99
2010,1,10,5,50,109,8.4,10.6,1.68,10.81,5.78,999,996.9,6.8,6.5,5.4,99,99
2010,1,10,6,50,94,7.5,9,1.85,10,5.34,999,997,6.3,6.5,5.4,99,99
2010,1,10,7,50,83,7.5,8.7,1.82,10,5.28,999,997.2,6.6,6.6,5,99,99
2010,1,10,8,50,101,11.8,14.4,1.76,10,4.9,999,997.1,6.4,6.7,3.2,99,99
2010,1,10,9,50,99,13,15.9,1.88,4.76,4.46,999,996.6,6,6.7,4.4,99,99
2010,1,10,10,50,99,12.8,15.3,2.62,5.88,5.02,999,995.8,6,6.7,4.6,99,99
2010,1,10,11,50,92,12.3,14.7,2.73,6.25,5.14,999,995.1,5.9,6.7,4.8,99,99
2010,1,10,12,50,93,10.4,12.5,2.67,5.88,5.2,999,993.8,6.3,6.7,4.7,99,99
2010,1,10,13,50,95,10.5,12.4,2.47,6.25,5.2,999,992.5,6.7,6.7,4.6,99,99
2010,1,10,14,50,91,9.8,11.8,2.5,6.25,5.12,999,990.7,6.7,6.7,4.4,99,99
2010,1,10,15,50,80,7.9,9.7,2.29,6.67,5.21,999,989.3,6.6,6.7,4.5,99,99
2010,1,10,16,50,55,6.3,7.5,2.36,7.14,5.61,999,987.5,6.7,6.7,4.5,99,99
2010,1,10,17,50,32,6.5,7.6,2.19,6.67,5.42,999,986.4,6.3,6.7,3.7,99,99
2010,1,10,18,50,35,5.6,7.2,2.01,8.33,5.42,999,985.4,6.6,6.7,3.1,99,99
2010,1,10,19,50,91,7.8,11.5,1.79,7.14,5.27,999,985.2,7.4,6.6,2.6,99,99
2010,1,10,20,50,97,5.8,8.1,1.75,10,5.21,999,985,6.5,6.7,4.1,99,99
2010,1,10,21,50,95,9.9,11.7,1.71,9.09,4.91,999,984.3,6.9,6.7,4.6,99,99
2010,1,10,22,50,86,13,15.7,2,9.09,4.74,999,983.8,6.1,6.7,4.2,99,99
2010,1,10,23,50,92,14.1,17.3,2.4,9.09,5.01,999,983,5.8,6.7,4.1,99,99
2010,1,11,0,50,85,13,15.6,2.74,9.09,5.1,999,982.2,5.8,6.7,4.4,99,99
2010,1,11,1,50,74,12.7,15.1,2.77,6.25,5.36,999,981.7,5.7,6.7,4.1,99,99
2010,1,11,2,50,80,11.1,12.8,3.16,6.67,5.75,999,981.2,5.9,6.8,5.2,99,99
2010,1,11,3,50,86,10.1,12.5,3.33,10.81,5.94,999,980.5,6,6.8,4.7,99,99
2010,1,11,4,50,91,10.7,12.9,3.44,10,5.88,999,979.9,5.8,6.8,4.5,99,99
2010,1,11,5,50,100,10.4,12.3,3.11,9.09,5.85,999,979,5.7,6.9,4.4,99,99
2010,1,11,6,50,94,9.1,10.7,2.87,6.67,5.63,999,978.8,5.3,6.9,4.5,99,99
2010,1,11,7,50,91,8.5,9.8,3.03,9.09,6.04,999,978.5,4.9,6.8,4.1,99,99
2010,1,11,8,50,85,8.8,10.5,2.99,10,6,999,978.2,4.7,6.8,4.1,99,99
2010,1,11,9,50,87,8.6,10.4,2.9,10,5.93,999,978.1,4.5,6.7,4.1,99,99
2010,1,11,10,50,87,8.5,9.8,2.79,9.09,5.81,999,978,4.4,6.7,4,99,99
2010,1,11,11,50,103,9.8,11.6,2.83,10,5.9,999,977.9,4.2,6.7,3.1,99,99
2010,1,11,12,50,105,8.3,9.9,2.84,10,6.03,999,977.6,4.5,6.7,3.1,99,99
2010,1,11,13,50,105,8.3,10,2.89,10,6.35,999,977.4,4.4,6.7,3.1,99,99
2010,1,11,14,50,109,9.2,10.9,2.92,10.81,6.26,999,977.3,4.3,6.7,3.1,99,99
2010,1,11,15,50,107,9.9,11.7,3.24,11.43,6.6,999,977.3,4.2,6.8,2.8,99,99
2010,1,11,16,50,108,10.7,13,3.23,10.81,6.28,999,977.4,4,6.8,2.8,99,99
