"Season","ghl","n_vessels","mt_wt","rnd_wt","dredge_hrs","mt_cpue","rnd_cpue","meat_disc_mort_lbs"
"2014/15",NA,1,0,0,5.51,0,0,0.189184549356223
"2015/16",NA,1,0,0,5.92,0,0,0
"2016/17",NA,1,0,0,5.49,0,0,0.970120481927711
"2017/18",NA,NA,NA,NA,NA,NA,NA,NA
"2018/19",NA,1,0,0,3.67,0,0,2.7892
