"Season","ghl","n_vessels","mt_wt","rnd_wt","dredge_hrs","mt_cpue","rnd_cpue","meat_disc_mort_lbs"
"2018/19",15000,1,468.55,3348,59.59,7.86289645913744,56.1839234770935,2.11770977295163
