"Season","ghl","n_vessels","mt_wt","rnd_wt","dredge_hrs","mt_cpue","rnd_cpue","meat_disc_mort_lbs"
"1993/94",NA,NA,284414,NA,5764.47,49.33916985,NA,NA
"1994/95",NA,NA,505439,NA,11112.88,45.48225559,NA,NA
"1995/96",NA,NA,NA,NA,NA,NA,NA,NA
"1996/97",6e+05,1,150295,NA,2312.87,64.98212895,NA,NA
"1997/98",6e+05,2,97002,NA,2246,43.18878005,NA,NA
"1998/99",4e+05,4,96795,NA,2319.17,41.73697448,NA,NA
"1999/00",4e+05,2,164929,NA,3294.43,50.06293445,NA,NA
"2000/01",2e+05,3,205520,NA,3354.63,61.26451973,NA,NA
"2001/02",2e+05,3,140871,NA,3071.83,45.85893332,NA,NA
"2002/03",105000,2,92240,NA,2038.22,45.25524764,NA,NA
"2003/04",105000,2,42590,NA,1019.83,41.76172579,NA,NA
"2004/05",105000,1,10050,NA,274.67,36.58980583,NA,NA
"2005/06",50000,1,23220,NA,602,38.57142857,NA,NA
"2006/07",50000,1,48246,NA,1137.92,42.39853533,NA,NA
"2007/08",50000,2,49995,NA,1084,46.12084871,NA,NA
"2008/09",50000,1,49995,NA,962,51.96985447,NA,NA
"2009/10",50000,1,48920.54,595601.8,1274.73,38.3771779121853,467.237611101959,1077.99747628083
"2010/11",50000,2,50099.84,547301.7,971.53,51.5679804020463,563.339989501096,1434.03591313559
"2011/12",50000,2,50275.18,529235.2,984.04,51.0905857485468,537.818787854152,619.425519591141
"2012/13",50000,1,50044.98,564786.6,942.72,53.0857306517312,599.103233197556,757.986894391107
"2013/14",50000,2,49989.12,561032.8,1085.99,46.0309210950377,516.609545207599,422.151416369001
"2014/15",50000,2,12444.93,227196.2,525.33,23.6897378790475,432.482820322464,159.214501667284
"2015/16",7500,1,7499.85,104714.6,306.86,24.4406243889722,341.245519129245,92.5259124446631
"2016/17",7500,1,7574.92,101973.4,274.96,27.5491707884783,370.866307826593,133.416850463167
"2017/18",7500,1,7535.08,105667.5,316.23,23.8278468203523,334.147614078361,78.1116171362409
"2018/19",7500,1,7539.98,125978.1,357.16,21.1109306753276,352.721749356031,74.9286713286713
