"Season","raw_cpue_median","raw_cpue_mean","raw_cpue_sd","std_cpue"
"2012/13",686.8,812.7,631.2,1039.0030313301
"2013/14",718.6,842.6,525.1,831.947841405138
"2014/15",807.4,824.3,426.5,713.733030610638
"2015/16",636.8,618.5,230.1,648.981562948312
"2016/17",507.7,507.3,238.1,543.355010778994
"2017/18",491,551.4,337,167.160874598578
"2018/19",468.6,466.3,211.5,418.869688584392
