"Season","raw_cpue_median","raw_cpue_mean","raw_cpue_sd","std_cpue"
"2009/10",382.9,343.4,220.9,391.916383909386
"2011/12",785.6,772.4,304.9,801.639139223234
"2012/13",360.1,386.5,188.3,293.873111966075
"2013/14",348.1,408.7,247.7,296.021224248545
"2014/15",553.8,543.6,229.4,433.358109522377
"2015/16",513,532.6,245.8,505.787158697082
"2016/17",711.4,820.7,484.8,712.019077216643
"2017/18",851.9,881.1,328.4,780.445131757386
"2018/19",570.7,788.5,475.6,349.893535644668
